Timestamp,Texture1,Texture2,Texture3,Texture4,Texture5,Texture6,Texture7,Texture8
2023-09-20 10:37:03.478,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:03.678,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:03.879,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:04.080,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:04.281,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:04.481,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:04.683,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:04.884,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:05.085,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:05.286,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:05.487,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:05.688,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:05.890,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:06.091,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:06.293,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:06.494,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:06.696,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:06.896,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:07.098,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:07.298,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:07.499,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:07.702,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:07.902,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:08.104,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:08.304,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:08.506,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:08.708,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:08.908,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:09.109,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:09.310,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:09.511,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:09.711,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:09.913,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:10.114,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:10.317,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:10.518,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:10.718,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:10.920,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:11.122,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:11.323,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:11.524,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:11.725,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2023-09-20 10:37:11.925,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
