Time,X,Y,Z
2023-09-20 12:17:49.633,169.7848,43.91603,104.9237
2023-09-20 12:17:49.842,169.67,43.83325,104.513
2023-09-20 12:17:50.064,169.5626,43.74798,104.1021
2023-09-20 12:17:50.273,169.4684,43.65057,103.723
2023-09-20 12:17:50.482,169.3777,43.5235,103.3349
2023-09-20 12:17:50.690,169.2819,43.38308,102.9369
2023-09-20 12:17:50.899,169.1837,43.25674,102.5595
2023-09-20 12:17:51.108,169.0566,43.16565,102.1581
2023-09-20 12:17:51.316,168.8971,43.08699,101.7489
2023-09-20 12:17:51.525,168.6973,43.00691,101.3494
2023-09-20 12:17:51.734,168.4817,42.92229,101.0106
2023-09-20 12:17:51.943,168.2462,42.82858,100.7103
2023-09-20 12:17:52.152,167.9874,42.75012,100.4399
2023-09-20 12:17:52.361,167.7093,42.66322,100.1725
2023-09-20 12:17:52.570,167.4278,42.58509,99.89271
2023-09-20 12:17:52.779,167.1538,42.51709,99.60015
2023-09-20 12:17:52.985,166.884,42.45314,99.29704
2023-09-20 12:17:53.196,166.5908,42.37918,98.95755
2023-09-20 12:17:53.405,166.2673,42.34065,98.55434
2023-09-20 12:17:53.613,165.9332,42.31242,98.10545
2023-09-20 12:17:53.823,165.5904,42.28674,97.61355
2023-09-20 12:17:54.031,165.272,42.26729,97.14005
2023-09-20 12:17:54.240,164.9893,42.23023,96.71661
2023-09-20 12:17:54.448,164.6957,42.18752,96.28278
2023-09-20 12:17:54.658,164.431,42.14652,95.86052
2023-09-20 12:17:54.867,164.224,42.05775,95.43908
2023-09-20 12:17:55.076,164.112,41.95438,95.01841
2023-09-20 12:17:55.284,164.0972,41.86919,94.56393
2023-09-20 12:17:55.493,164.1797,41.81845,94.09547
2023-09-20 12:17:55.701,164.3111,41.77439,93.61156
2023-09-20 12:17:55.935,164.4514,41.69926,93.11179
2023-09-20 12:17:56.156,164.5863,41.61792,92.57575
2023-09-20 12:17:56.380,164.6691,41.52238,92.10268
2023-09-20 12:17:56.603,164.6904,41.41909,91.70829
2023-09-20 12:17:56.826,164.6517,41.32114,91.33422
2023-09-20 12:17:57.050,164.5507,41.20005,90.93282
2023-09-20 12:17:57.272,164.4109,41.07434,90.50285
2023-09-20 12:17:57.496,164.2757,40.99591,90.03644
2023-09-20 12:17:57.689,164.197,40.84029,89.6515
2023-09-20 12:17:57.901,164.1518,40.6641,89.27799
2023-09-20 12:17:58.110,164.1362,40.56783,89.02028
2023-09-20 12:17:58.320,164.1244,40.21856,88.63126
2023-09-20 12:17:58.528,164.1765,40.29886,88.12035
2023-09-20 12:17:58.737,164.174,40.24414,87.74989
2023-09-20 12:17:58.946,164.1643,40.15445,87.21469
2023-09-20 12:17:59.155,164.1366,40.17552,86.5274
2023-09-20 12:17:59.378,164.0816,40.18835,85.87878
2023-09-20 12:17:59.572,164.0108,40.18873,85.34526
2023-09-20 12:17:59.781,163.9193,40.17695,84.85177
2023-09-20 12:17:59.990,163.8081,40.16205,84.39307
2023-09-20 12:18:00.198,163.7087,40.12629,83.95004
2023-09-20 12:18:00.407,163.6528,40.09341,83.51987
2023-09-20 12:18:00.615,163.63,40.12825,83.21116
2023-09-20 12:18:00.862,163.6615,40.09502,82.86324
2023-09-20 12:18:01.085,163.6972,40.00928,82.47335
2023-09-20 12:18:01.308,163.7153,39.96187,82.02799
2023-09-20 12:18:01.538,163.7282,39.898,81.46331
2023-09-20 12:18:01.750,163.7569,39.83401,80.83183
2023-09-20 12:18:01.975,163.8138,39.74209,80.1831
2023-09-20 12:18:02.197,163.8817,39.61699,79.60867
2023-09-20 12:18:02.421,163.9486,39.42809,79.09728
2023-09-20 12:18:02.644,163.9974,39.2093,78.68035
2023-09-20 12:18:02.867,164.031,38.9853,78.33282
2023-09-20 12:18:03.090,164.0526,38.71271,78.02084
2023-09-20 12:18:03.285,164.0741,38.46598,77.67552
2023-09-20 12:18:03.506,164.0847,38.1628,77.25185
2023-09-20 12:18:03.729,164.0985,37.79117,76.67215
2023-09-20 12:18:03.952,164.146,37.5906,76.09376
2023-09-20 12:18:04.173,164.2121,37.42382,75.6094
2023-09-20 12:18:04.396,164.2676,37.26361,75.17615
2023-09-20 12:18:04.619,164.316,37.0659,74.72631
2023-09-20 12:18:04.842,164.3403,36.85066,74.26295
2023-09-20 12:18:05.065,164.323,36.64198,73.83633
2023-09-20 12:18:05.288,164.2698,36.46443,73.4529
2023-09-20 12:18:05.511,164.1949,36.32356,73.12847
2023-09-20 12:18:05.734,164.1061,36.17902,72.83174
2023-09-20 12:18:05.957,164.0102,36.04747,72.54372
2023-09-20 12:18:06.180,163.8842,35.9024,72.20914
2023-09-20 12:18:06.403,163.7364,35.74878,71.85361
2023-09-20 12:18:06.626,163.5833,35.60176,71.47422
2023-09-20 12:18:06.849,163.4513,35.39829,71.01905
2023-09-20 12:18:07.072,163.3574,35.18938,70.58435
2023-09-20 12:18:07.294,163.2738,34.99321,70.15347
2023-09-20 12:18:07.517,163.2007,34.78965,69.70184
2023-09-20 12:18:07.740,163.136,34.58189,69.28006
2023-09-20 12:18:07.963,163.0715,34.39166,68.89561
2023-09-20 12:18:08.186,163.0023,34.22607,68.49908
2023-09-20 12:18:08.409,162.9384,33.99048,68.06888
2023-09-20 12:18:08.632,162.8729,33.84637,67.69239
2023-09-20 12:18:08.854,162.8119,33.6309,67.29048
2023-09-20 12:18:09.077,162.7575,33.37164,66.91306
2023-09-20 12:18:09.300,162.6964,33.17753,66.56665
2023-09-20 12:18:09.522,162.6445,33.02189,66.23342
2023-09-20 12:18:09.744,162.6052,32.8853,65.92867
2023-09-20 12:18:09.967,162.5767,32.75889,65.60457
2023-09-20 12:18:10.190,162.5586,32.60476,65.26179
2023-09-20 12:18:10.413,162.5483,32.48824,64.91323
2023-09-20 12:18:10.636,162.5412,32.37432,64.54975
2023-09-20 12:18:10.859,162.5365,32.27032,64.14258
2023-09-20 12:18:11.081,162.5338,32.17094,63.68168
2023-09-20 12:18:11.303,162.5347,32.07791,63.16885
2023-09-20 12:18:11.521,162.5386,31.98511,62.65053
2023-09-20 12:18:11.720,162.5453,31.93036,62.12422
2023-09-20 12:18:11.942,162.5476,31.88469,61.58764
2023-09-20 12:18:12.173,162.5435,31.83612,61.12047
2023-09-20 12:18:12.387,162.5314,31.79308,60.73181
2023-09-20 12:18:12.610,162.5121,31.74958,60.39178
2023-09-20 12:18:12.833,162.4805,31.71601,60.11407
2023-09-20 12:18:13.057,162.4383,31.67756,59.8428
2023-09-20 12:18:13.279,162.381,31.62429,59.53339
2023-09-20 12:18:13.503,162.2998,31.56741,59.18649
2023-09-20 12:18:13.726,162.2043,31.52872,58.87183
2023-09-20 12:18:13.948,162.0863,31.47629,58.56692
2023-09-20 12:18:14.172,161.9408,31.41384,58.25224
2023-09-20 12:18:14.395,161.7607,31.34541,57.94034
2023-09-20 12:18:14.618,161.5417,31.29003,57.60807
2023-09-20 12:18:14.812,161.3097,31.24167,57.29379
2023-09-20 12:18:15.034,161.028,31.19336,56.94804
2023-09-20 12:18:15.257,160.7061,31.18224,56.58931
2023-09-20 12:18:15.479,160.3475,31.18153,56.26974
2023-09-20 12:18:15.710,159.9187,31.17761,55.94874
2023-09-20 12:18:15.924,159.5739,31.19218,55.60141
2023-09-20 12:18:16.146,159.368,31.20305,55.28492
2023-09-20 12:18:16.369,159.2283,31.21003,55.06796
2023-09-20 12:18:16.594,159.0124,31.2167,54.85141
2023-09-20 12:18:16.816,158.8537,31.21693,54.74292
2023-09-20 12:18:17.040,158.7595,31.21603,54.67181
2023-09-20 12:18:17.262,158.76,31.21587,54.67816
2023-09-20 12:18:17.485,158.7392,31.21651,54.63073
2023-09-20 12:18:17.707,158.6867,31.22093,54.3293
2023-09-20 12:18:17.930,158.6689,31.22607,53.95256
2023-09-20 12:18:18.153,158.8253,31.22856,53.75357
2023-09-20 12:18:18.376,159.0224,31.24029,53.54742
2023-09-20 12:18:18.598,159.1201,31.24235,53.43911
2023-09-20 12:18:18.794,159.244,31.24253,53.44792
2023-09-20 12:18:19.016,159.4801,31.24184,53.42493
2023-09-20 12:18:19.238,159.6171,31.23286,53.3834
2023-09-20 12:18:19.461,159.8611,31.22126,53.36491
2023-09-20 12:18:19.656,160.1413,31.20911,53.39252
2023-09-20 12:18:19.878,160.4231,31.20071,53.45493
2023-09-20 12:18:20.102,160.8112,31.18708,53.55161
2023-09-20 12:18:20.325,161.2439,31.16794,53.64954
2023-09-20 12:18:20.548,161.581,31.14664,53.6988
2023-09-20 12:18:20.771,161.7895,31.13886,53.68716
2023-09-20 12:18:20.994,161.9299,31.13085,53.64259
2023-09-20 12:18:21.217,162.0493,31.16974,53.55584
2023-09-20 12:18:21.440,162.1651,31.15633,53.43373
2023-09-20 12:18:21.663,162.4098,31.20062,53.208
2023-09-20 12:18:21.885,162.7221,31.15417,53.01254
2023-09-20 12:18:22.107,163.0821,31.00353,52.86003
2023-09-20 12:18:22.331,163.4327,30.65989,52.68713
2023-09-20 12:18:22.554,163.7873,30.54815,52.5082
2023-09-20 12:18:22.780,164.1728,30.44353,52.30118
2023-09-20 12:18:23.000,164.5566,30.31662,52.08527
2023-09-20 12:18:23.223,165.0524,30.27846,51.79803
2023-09-20 12:18:23.445,165.4254,30.35884,51.57457
2023-09-20 12:18:23.668,165.6386,30.41583,51.44334
2023-09-20 12:18:23.891,165.8023,30.4601,51.33731
2023-09-20 12:18:24.114,165.8748,30.47661,51.28825
2023-09-20 12:18:24.309,165.9065,30.4832,51.26733
2023-09-20 12:18:24.531,165.9791,30.49351,51.22233
2023-09-20 12:18:24.755,166.288,30.57959,51.03798
2023-09-20 12:18:24.977,166.6544,30.7691,50.81347
2023-09-20 12:18:25.199,167.0515,30.95907,50.51383
2023-09-20 12:18:25.422,167.3946,31.11109,50.20266
2023-09-20 12:18:25.645,167.6155,31.20678,49.96047
2023-09-20 12:18:25.869,167.7667,31.26279,49.75929
2023-09-20 12:18:26.091,167.8837,31.28643,49.58394
2023-09-20 12:18:26.314,167.9861,31.30923,49.42905
2023-09-20 12:18:26.536,168.1243,31.33996,49.20731
2023-09-20 12:18:26.759,168.3223,31.36876,48.87735
2023-09-20 12:18:26.982,168.5387,31.41563,48.50336
2023-09-20 12:18:27.204,168.748,31.4569,48.13016
2023-09-20 12:18:27.427,168.9513,31.51012,47.76831
2023-09-20 12:18:27.650,169.1478,31.58267,47.43101
2023-09-20 12:18:27.872,169.3309,31.62928,47.1138
2023-09-20 12:18:28.095,169.5102,31.65529,46.78584
2023-09-20 12:18:28.318,169.6769,31.70463,46.5005
2023-09-20 12:18:28.542,169.836,31.78552,46.25991
2023-09-20 12:18:28.765,169.9699,31.81895,46.00202
2023-09-20 12:18:28.987,170.1082,31.88742,45.72786
2023-09-20 12:18:29.210,170.2324,31.94058,45.46877
2023-09-20 12:18:29.434,170.377,31.9754,45.11894
2023-09-20 12:18:29.628,170.5399,31.93699,44.68692
2023-09-20 12:18:29.839,170.6832,31.8476,44.28926
2023-09-20 12:18:30.048,170.8422,31.68428,43.89409
2023-09-20 12:18:30.257,171.0302,31.58484,43.49055
2023-09-20 12:18:30.466,171.2605,31.49818,43.05233
2023-09-20 12:18:30.675,171.4288,31.45284,42.65669
2023-09-20 12:18:30.884,171.4952,31.42062,42.32655
2023-09-20 12:18:31.093,171.4966,31.14825,42.03802
2023-09-20 12:18:31.301,171.4321,31.39504,41.75277
2023-09-20 12:18:31.509,171.3269,31.38202,41.53743
2023-09-20 12:18:31.719,171.1305,31.35698,41.29654
2023-09-20 12:18:31.928,170.7979,31.314,40.94584
2023-09-20 12:18:32.137,170.4722,31.3067,40.58658
2023-09-20 12:18:32.346,170.1236,31.29732,40.20675
2023-09-20 12:18:32.554,169.8353,31.28986,39.88364
2023-09-20 12:18:32.764,169.6204,31.28543,39.62421
2023-09-20 12:18:32.972,169.4681,31.28797,39.44141
2023-09-20 12:18:33.182,169.3107,31.30713,39.26693
2023-09-20 12:18:33.390,169.0403,31.33413,38.98742
2023-09-20 12:18:33.599,168.686,31.38334,38.63534
2023-09-20 12:18:33.809,168.2937,31.45507,38.27672
2023-09-20 12:18:34.018,167.9405,31.54393,37.96876
2023-09-20 12:18:34.227,167.6344,31.67058,37.717
2023-09-20 12:18:34.436,167.3434,31.78198,37.45282
2023-09-20 12:18:34.646,167.1158,31.87412,37.11895
2023-09-20 12:18:34.852,166.9659,31.95393,36.77087
2023-09-20 12:18:35.062,166.8447,32.02584,36.47931
2023-09-20 12:18:35.271,166.6734,32.1033,36.1643
2023-09-20 12:18:35.481,166.4604,32.2033,35.86607
2023-09-20 12:18:35.690,166.2274,32.29087,35.57878
2023-09-20 12:18:35.898,165.9281,32.40815,35.2105
2023-09-20 12:18:36.107,165.6932,32.53551,34.89163
2023-09-20 12:18:36.314,165.5108,32.65228,34.61923
2023-09-20 12:18:36.524,165.3483,32.76302,34.3575
2023-09-20 12:18:36.733,165.1846,32.85583,34.09078
2023-09-20 12:18:36.943,165.0286,32.96513,33.82156
2023-09-20 12:18:37.150,164.8935,33.05189,33.5737
2023-09-20 12:18:37.359,164.7625,33.16562,33.32626
2023-09-20 12:18:37.568,164.6348,33.2556,33.08683
2023-09-20 12:18:37.778,164.4932,33.32945,32.83311
2023-09-20 12:18:37.986,164.3209,33.40543,32.5374
2023-09-20 12:18:38.194,164.1297,33.48706,32.2198
2023-09-20 12:18:38.403,163.8977,33.59176,31.85658
2023-09-20 12:18:38.611,163.6309,33.69475,31.44714
2023-09-20 12:18:38.821,163.3793,33.80523,31.06953
2023-09-20 12:18:39.030,163.1513,33.89272,30.73631
2023-09-20 12:18:39.239,162.9326,33.96214,30.42326
2023-09-20 12:18:39.447,162.7095,34.02274,30.07114
2023-09-20 12:18:39.656,162.5597,34.08109,29.71595
2023-09-20 12:18:39.864,162.4983,34.14698,29.30992
2023-09-20 12:18:40.071,162.4996,34.18311,29.05057
2023-09-20 12:18:40.281,162.4744,34.21247,28.80428
2023-09-20 12:18:40.490,162.4035,34.24117,28.53445
2023-09-20 12:18:40.699,162.3365,34.26533,28.35923
2023-09-20 12:18:40.908,162.3197,34.27081,28.31379
2023-09-20 12:18:41.117,162.2991,34.2834,28.19763
2023-09-20 12:18:41.326,162.3072,34.30035,28.04313
2023-09-20 12:18:41.534,162.3396,34.3141,27.92835
2023-09-20 12:18:41.729,162.3905,34.32454,27.78908
2023-09-20 12:18:41.938,162.4305,34.33326,27.63818
2023-09-20 12:18:42.147,162.4762,34.34439,27.46201
2023-09-20 12:18:42.355,162.5188,34.35592,27.29966
2023-09-20 12:18:42.551,162.5596,34.36413,27.17638
2023-09-20 12:18:42.759,162.6253,34.37017,27.06533
2023-09-20 12:18:42.967,162.7314,34.36885,26.95361
2023-09-20 12:18:43.175,162.8256,34.36472,26.89054
2023-09-20 12:18:43.385,162.8763,34.35762,26.86257
2023-09-20 12:18:43.594,163.0728,34.3432,26.71118
2023-09-20 12:18:43.804,163.3749,34.3209,26.40523
2023-09-20 12:18:44.012,163.6612,34.32063,26.06751
2023-09-20 12:18:44.221,163.8953,34.31977,25.77488
2023-09-20 12:18:44.430,164.1104,34.33778,25.54717
2023-09-20 12:18:44.638,164.3642,34.35123,25.37748
2023-09-20 12:18:44.847,164.5361,34.36243,25.30543
2023-09-20 12:18:45.041,164.5942,34.3637,25.29343
2023-09-20 12:18:45.250,164.6302,34.3638,25.29013
2023-09-20 12:18:45.459,164.6461,34.3632,25.29283
2023-09-20 12:18:45.668,164.7831,34.3544,25.35052
2023-09-20 12:18:45.876,165.0845,34.32263,25.53728
2023-09-20 12:18:46.085,165.4106,34.26011,25.80143
2023-09-20 12:18:46.294,165.7613,34.17496,26.10306
2023-09-20 12:18:46.502,166.0611,34.08737,26.4123
2023-09-20 12:18:46.711,166.286,34.02296,26.69581
2023-09-20 12:18:46.921,166.4558,33.96425,26.88031
2023-09-20 12:18:47.129,166.5729,33.93561,26.99968
2023-09-20 12:18:47.338,166.7947,33.88919,27.20231
2023-09-20 12:18:47.547,167.0266,33.84825,27.39144
2023-09-20 12:18:47.757,167.2498,33.79571,27.56746
2023-09-20 12:18:47.966,167.4957,33.73625,27.7575
2023-09-20 12:18:48.174,167.8083,33.684,27.98759
2023-09-20 12:18:48.384,168.1253,33.63177,28.22038
2023-09-20 12:18:48.593,168.3739,33.60072,28.40706
2023-09-20 12:18:48.802,168.5678,33.5802,28.58312
2023-09-20 12:18:49.012,168.7058,33.57147,28.73864
2023-09-20 12:18:49.223,168.8775,33.56509,28.89494
2023-09-20 12:18:49.431,169.0459,33.57366,29.01852
2023-09-20 12:18:49.640,169.1754,33.58316,29.09706
2023-09-20 12:18:49.860,169.311,33.60207,29.17087
2023-09-20 12:18:50.067,169.4922,33.62151,29.26277
2023-09-20 12:18:50.276,169.6965,33.64156,29.37012
2023-09-20 12:18:50.486,169.9665,33.67937,29.52248
2023-09-20 12:18:50.694,170.2754,33.74844,29.70697
2023-09-20 12:18:50.903,170.5882,33.81517,29.87716
2023-09-20 12:18:51.113,170.9106,33.90807,30.03748
2023-09-20 12:18:51.321,171.2223,34.01301,30.21147
2023-09-20 12:18:51.530,171.4481,34.08151,30.37095
2023-09-20 12:18:51.738,171.5649,34.11993,30.48237
2023-09-20 12:18:51.947,171.6245,34.12573,30.57419
2023-09-20 12:18:52.156,171.6676,34.11064,30.69449
2023-09-20 12:18:52.364,171.6841,34.0429,30.87958
2023-09-20 12:18:52.559,171.6732,33.94556,31.10507
2023-09-20 12:18:52.767,171.6868,33.79859,31.48941
2023-09-20 12:18:52.989,171.6864,33.60843,31.91728
2023-09-20 12:18:53.209,171.6576,33.41232,32.27991
2023-09-20 12:18:53.433,171.6178,33.21744,32.62989
2023-09-20 12:18:53.655,171.615,32.99704,33.08844
2023-09-20 12:18:53.878,171.6463,32.79583,33.60221
2023-09-20 12:18:54.101,171.7069,32.59688,34.1311
2023-09-20 12:18:54.324,171.7862,32.39833,34.65744
